Id,Date,Open,High,Low,Close,Indices
438,08-Dec-22,1605.5,1623.9,1598.5,1620.15,INFY
439,09-Dec-22,1628,1628,1561.1,1569.3,INFY
440,12-Dec-22,1550,1565.95,1530.05,1547.2,INFY
441,13-Dec-22,1547.2,1577.5,1541.15,1572.15,INFY
442,14-Dec-22,1582,1588.5,1573,1579.4,INFY
443,15-Dec-22,1569.3,1570,1535.25,1540.5,INFY
444,16-Dec-22,1525,1549.5,1512.05,1522.2,INFY
445,19-Dec-22,1507.95,1516.9,1495.05,1507.35,INFY
446,20-Dec-22,1501,1516,1482.45,1507.3,INFY
447,21-Dec-22,1515,1521,1502.35,1509.55,INFY
448,22-Dec-22,1521.5,1529.95,1511.75,1522.05,INFY
449,23-Dec-22,1508.7,1509.9,1493,1497.1,INFY
450,26-Dec-22,1500.5,1509.9,1496.35,1502.4,INFY
451,27-Dec-22,1509.95,1521.45,1497.5,1514.85,INFY
452,28-Dec-22,1505.1,1524.95,1498.5,1510.15,INFY
453,29-Dec-22,1504,1521.3,1501,1517.55,INFY
454,30-Dec-22,1528,1530.4,1504.05,1508.2,INFY
455,02-Jan-23,1514,1526.5,1504.05,1524,INFY
456,03-Jan-23,1519.85,1532.65,1515.1,1522.55,INFY
457,04-Jan-23,1521,1521,1491.1,1494.8,INFY
458,05-Jan-23,1505.9,1505.9,1469.25,1475.2,INFY
459,06-Jan-23,1470,1475,1446.5,1448.5,INFY
460,09-Jan-23,1448.2,1489.35,1448.2,1484.45,INFY
461,10-Jan-23,1482,1483.9,1454.05,1469.75,INFY
462,11-Jan-23,1470,1494,1464,1471.25,INFY
463,12-Jan-23,1481.95,1485,1455,1480.6,INFY
464,13-Jan-23,1483.5,1519.4,1468,1503.65,INFY
465,16-Jan-23,1510,1528,1502.3,1525.5,INFY
466,17-Jan-23,1527,1542.2,1524,1539.5,INFY
467,18-Jan-23,1544.75,1551.85,1539.6,1545.4,INFY
468,19-Jan-23,1539.9,1549.55,1526.15,1538.9,INFY
469,20-Jan-23,1538,1545,1524,1525.55,INFY
470,23-Jan-23,1535,1553.3,1528.1,1548,INFY
471,24-Jan-23,1560,1568.8,1549.75,1551.9,INFY
472,25-Jan-23,1547,1556,1538.75,1543,INFY
473,27-Jan-23,1546,1550.95,1507.4,1519.15,INFY
474,30-Jan-23,1528.8,1544,1520,1538.8,INFY
475,31-Jan-23,1548.9,1548.9,1513,1533.75,INFY
476,01-Feb-23,1542.2,1555.05,1528.05,1551.1,INFY
477,02-Feb-23,1552,1586.95,1552,1583.75,INFY
478,03-Feb-23,1597.5,1604.65,1573,1599.4,INFY
479,06-Feb-23,1598,1598,1561.6,1569.85,INFY
480,07-Feb-23,1569,1576.05,1555.1,1562.4,INFY
481,08-Feb-23,1565.5,1603,1565.5,1590.5,INFY
482,09-Feb-23,1596.2,1619.75,1586.05,1617,INFY
483,10-Feb-23,1612.95,1616.3,1596.45,1608.55,INFY
484,13-Feb-23,1597,1597,1566,1567.45,INFY
485,14-Feb-23,1584.7,1596,1578.15,1593.25,INFY
486,15-Feb-23,1584,1599,1576,1597.05,INFY
487,16-Feb-23,1600,1614.45,1597.85,1601.8,INFY
488,17-Feb-23,1594,1595,1575.5,1583.8,INFY
489,20-Feb-23,1584.95,1603,1582.5,1592.45,INFY
490,21-Feb-23,1598.7,1601.65,1576,1579.5,INFY
491,22-Feb-23,1563,1575,1555.3,1561.8,INFY
492,23-Feb-23,1569.85,1569.85,1548.15,1550.7,INFY
493,24-Feb-23,1560,1569,1545,1550.65,INFY
494,27-Feb-23,1540,1540,1502,1509.3,INFY
495,04-Mar-23,1515.6,1524,1481.3,1487.55,INFY
496,03-Mar-23,1492.4,1500.85,1481.5,1496.05,INFY
497,02-Mar-23,1485,1488.6,1467.3,1472.15,INFY
