date,open,high,low,close,volume,Name
18-12-2012,5127.3,5158.05,5045.2,5146.5,35440191,26991500000
19-12-2012,5160.05,5182.25,5129.25,5138.95,37535747,23383300000
20-12-2012,5147.05,5147.05,5088.5,5122.9,23873135,16851900000
21-12-2012,5099.3,5099.7,5056.95,5065.95,27817659,17415600000
24-12-2012,5084.65,5090.95,5055.65,5069.6,15914192,10839700000
26-12-2012,5081.35,5143.9,5058.8,5129.8,18919928,13746700000
27-12-2012,5147.8,5150.05,5099.8,5110.95,30642207,21406500000
28-12-2012,5122.2,5137.55,5094.8,5124.65,20669336,13312900000
31-12-2012,5115.5,5134.95,5109.35,5117.4,14379503,10430700000
01-01-2013,5150.9,5184.3,5147.45,5174.95,18561877,13821700000
02-01-2013,5210.8,5242,5208.95,5237.6,27962155,18413900000
03-01-2013,5255.75,5255.75,5217.1,5238.95,28372022,17638700000
04-01-2013,5236.7,5244.05,5191.95,5237.6,27285247,17960300000
07-01-2013,5259.25,5259.25,5176.5,5188.3,22707212,14606200000
08-01-2013,5182.25,5220.9,5166.75,5211.85,23679813,16147600000
09-01-2013,5211.25,5220.4,5181.5,5191.35,27345341,21394300000
10-01-2013,5217.5,5219.35,5173.25,5207.7,25154998,18259600000
11-01-2013,5219.55,5220.35,5112.6,5125.3,21260589,14418100000
14-01-2013,5127.2,5200.85,5115.85,5187.3,27953604,18303000000
15-01-2013,5194.6,5226.25,5161.1,5210.35,26153881,19661400000
16-01-2013,5205.05,5205.4,5122.8,5131.3,24392657,18183800000
17-01-2013,5122.3,5143.95,5101.5,5119.5,26848773,18141900000
18-01-2013,5136.2,5171.65,5133.35,5153.15,28836800,20807400000
21-01-2013,5156.2,5160.3,5127.45,5139.6,23709812,14698000000
22-01-2013,5133.7,5165.05,5100.5,5111.55,26739155,15965500000
23-01-2013,5134.05,5153.7,5089.9,5134.3,23809638,14770200000
24-01-2013,5127.05,5140.05,5077.35,5085.6,25297136,17228000000
25-01-2013,5089.8,5142.6,5073.05,5132.45,24781600,15150900000
28-01-2013,5141.9,5167.25,5129.95,5158.8,25467077,20748500000
29-01-2013,5164.75,5216.2,5131.3,5147.15,44995944,43432300000
30-01-2013,5162.75,5173.4,5142.6,5152.85,29880181,26236700000
31-01-2013,5140.1,5170.5,5105.05,5112.85,46973584,35801400000
01-02-2013,5118.05,5127.75,5056.35,5063.6,25186378,18156900000
04-02-2013,5087.2,5129.25,5076.3,5086.35,45293679,23315800000
05-02-2013,5039.2,5072.5,5039.2,5059.05,31981625,19248700000
06-02-2013,5086.5,5097.05,5052.3,5061.2,32443120,18417500000
07-02-2013,5042.85,5099.25,5037.95,5049.25,30888864,18421900000
08-02-2013,5042.8,5070.9,5004.95,5022.85,31329616,20036400000
11-02-2013,5028.2,5037.05,5000.15,5018.8,28557264,21881600000
12-02-2013,5017.1,5037.65,5006.65,5031.4,26077078,17334500000
13-02-2013,5046.35,5074.15,5038.95,5047,30073992,21207900000
14-02-2013,5049.7,5053.9,5001.8,5012.6,37453158,30816400000
15-02-2013,4999.6,5034.1,4989.2,5020.25,29438418,18271300000
18-02-2013,5024.45,5056.65,5015.5,5043.3,22894603,14454800000
19-02-2013,5044.55,5071.6,5023.5,5065.95,21171862,12060800000
20-02-2013,5085.45,5089.15,5039.65,5046.2,25985278,14183200000
21-02-2013,5016.65,5023.3,4932.2,4938.6,61749439,39665500000
22-02-2013,4922.8,4950.6,4902.5,4922.5,28567607,17379800000
25-02-2013,4945.3,4959.7,4901.35,4928.25,28517261,17366200000
26-02-2013,4910.95,4910.95,4805.85,4818.75,27669621,16667900000
27-02-2013,4836.2,4873.4,4818.2,4855,36405029,19688500000
28-02-2013,4883.7,4898.75,4659.35,4685.35,67793168,43448200000
01-03-2013,4698.1,4740.2,4678.65,4718.95,46539920,24277200000
04-03-2013,4702.75,4738.25,4682.05,4723.85,31925293,18114900000
05-03-2013,4749.5,4805.6,4743.8,4798.6,36481741,20462900000
06-03-2013,4827.35,4839.3,4809.8,4835,34800025,20061200000
07-03-2013,4815.8,4887.65,4810.3,4876.35,27876583,14226000000
08-03-2013,4897.5,4997.25,4897.5,4988.45,35192134,19648500000
11-03-2013,4996.35,5025.55,4981.15,4993.5,26904033,18226200000
12-03-2013,4990.6,4999.85,4914.75,4942.55,27326025,16810300000
13-03-2013,4913.35,4914,4824.25,4834.25,25490230,15972000000
14-03-2013,4829.15,4936.85,4752.3,4920.1,47422902,33004600000
15-03-2013,4908.05,4949.05,4848.3,4867.1,42979324,28151700000
18-03-2013,4808.15,4854.55,4794.1,4829.3,29654678,18001800000
19-03-2013,4855.15,4856.75,4694.8,4721.95,49715229,31233700000
20-03-2013,4725.25,4729.75,4623.25,4628.65,42651886,22389100000
21-03-2013,4638.8,4754.8,4634.35,4644.85,51859083,29280600000
22-03-2013,4652.85,4683.2,4624.95,4638.2,42221126,22527700000
25-03-2013,4700.15,4717.3,4616.7,4629.6,41462496,22705300000
26-03-2013,4607.7,4680.15,4604.4,4667.3,35198768,18329000000
28-03-2013,4681.15,4748.2,4621.25,4732.25,41234349,22906900000
01-04-2013,4750.1,4770.45,4718.4,4749.5,19941103,11251200000
02-04-2013,4753.05,4775.15,4715.7,4764.4,24254288,12918500000
03-04-2013,4762.45,4777.25,4682.3,4703.85,33514300,18344700000
04-04-2013,4662.95,4666.2,4606.7,4615.25,30885406,16021000000
05-04-2013,4603.95,4607.45,4544,4578.65,33076190,19195500000
08-04-2013,4568.85,4601.55,4539.4,4543.25,22879243,12119200000
09-04-2013,4575.8,4622.35,4499.9,4513.15,32493311,17888600000
10-04-2013,4545.45,4624.75,4511.6,4613.45,35417533,20914100000
11-04-2013,4636.45,4654.1,4592.45,4639.45,36755252,23976000000
12-04-2013,4620.9,4687.05,4616.1,4674.1,25087763,16566000000
15-04-2013,4657.1,4764.25,4652.8,4711.7,31850108,19342800000
16-04-2013,4709.15,4872,4709.15,4860.15,34478245,21716700000
17-04-2013,4878.5,4948.35,4861.35,4871.95,34426465,24254500000
18-04-2013,4850.5,5010.3,4850.1,5000.55,34431514,22075400000
22-04-2013,5010.8,5126.65,5010.8,5102.95,35416630,22189900000
23-04-2013,5113.15,5113.15,5024.4,5096.5,30855289,20697200000
25-04-2013,5132.95,5211.3,5126,5191.1,48721912,34359000000
26-04-2013,5180.1,5200.65,5128.95,5151,38971521,23846600000
29-04-2013,5157.3,5176.8,5126.05,5157.75,26922953,16071400000
30-04-2013,5164.35,5171.5,5070.1,5123.7,31025905,19696900000
02-05-2013,5121,5220.4,5119.6,5196.95,39501437,23225800000
03-05-2013,5183.4,5183.4,5074.25,5083.3,39339297,26900100000
06-05-2013,5079.1,5092.15,5017.1,5079.55,27845664,16838000000
07-05-2013,5084.25,5171.55,5084.25,5162.65,36959291,19951600000
08-05-2013,5182.1,5233.6,5151.4,5210.5,35318503,18640500000
09-05-2013,5228.05,5231.05,5171.85,5185.7,34233033,24071200000
10-05-2013,5182.35,5236,5167.45,5222.95,27891378,19573200000
11-05-2013,5213.5,5239.85,5210.2,5226.8,1692354,1040400000
13-05-2013,5221.35,5253.95,5136.1,5146.25,22092907,15365000000
14-05-2013,5147.45,5195,5127,5161.85,25664391,16762800000
15-05-2013,5188.5,5373.85,5188.5,5366.7,42010530,29088900000
16-05-2013,5348.2,5431.65,5348.2,5417.6,43218532,25672200000
17-05-2013,5410,5458.05,5370.5,5440.8,36872216,21700700000
20-05-2013,5444.35,5473.1,5381.55,5395,31487813,20737400000
21-05-2013,5391.2,5429.6,5352.6,5363.55,31058293,20324700000
22-05-2013,5378.85,5389.15,5321.35,5348.8,22059672,15379500000
23-05-2013,5306.15,5339.35,5217.5,5231.75,36751589,33618400000
24-05-2013,5275.95,5296.35,5214.8,5279.8,28266477,22571500000
27-05-2013,5270.45,5383.05,5260.2,5367.45,21292387,16846900000
28-05-2013,5365,5382.2,5326.95,5357.1,26048362,18144300000
29-05-2013,5354.65,5354.65,5275.65,5320.05,23847225,15252400000
30-05-2013,5276.2,5328.2,5276.2,5310.3,35919700,26967300000
31-05-2013,5283.35,5288.55,5146.55,5157.65,41476704,23310300000
03-06-2013,5154.75,5165.35,5085.7,5102.75,24607245,16011400000
04-06-2013,5114.15,5143.85,5041.95,5048.4,27900589,16550700000
05-06-2013,5042.85,5061.35,5005,5036.8,27193050,18157800000
06-06-2013,5008.4,5107.4,4989.7,5063.4,27988904,18518700000
07-06-2013,5042.65,5115.65,5006,5014.8,31371566,19517700000
10-06-2013,5043.8,5067.25,4969.05,4991.75,24889775,15870700000
11-06-2013,4956.5,4967,4864.55,4876.3,38440874,24941600000
12-06-2013,4860.85,4888.5,4828.5,4849.9,35236944,23140400000
13-06-2013,4793.3,4829.9,4784.6,4795.7,31612297,19619500000
14-06-2013,4852.25,4916.7,4847.95,4909.35,29230292,19264400000
17-06-2013,4911.6,4953.05,4861.4,4942.25,28941225,19335000000
18-06-2013,4935.75,4946.9,4881.05,4891.5,24850597,15119300000
19-06-2013,4884.1,4924.75,4865.15,4918.9,27499402,15084700000
20-06-2013,4848.25,4848.25,4721,4736.6,38088390,23333200000
21-06-2013,4713.25,4742.45,4674.25,4726.15,44738724,24455200000
24-06-2013,4694.85,4697.45,4646.7,4672.9,39315476,20809700000
25-06-2013,4687.85,4722.65,4643.55,4659.35,50224840,28097200000
26-06-2013,4672.4,4690.15,4607.3,4623,38121432,21462300000
27-06-2013,4673.05,4721.6,4656.45,4710.1,53601387,28697100000
28-06-2013,4754.15,4901.15,4754.15,4882,50308849,25192800000
01-07-2013,4876.15,4926.9,4869.05,4920,35687218,16548100000
02-07-2013,4914.45,4937,4865.15,4874.4,34478938,17297300000
03-07-2013,4829.9,4829.9,4752.05,4762.4,39778250,19710900000
04-07-2013,4778.75,4804.6,4726.95,4764.7,55991978,23535000000
05-07-2013,4807.6,4823.15,4780.55,4785.8,39071718,17439700000
08-07-2013,4742.9,4745.6,4663.9,4691.75,39121870,20247200000
09-07-2013,4719.25,4755.45,4718.25,4749.85,37139269,19990100000
10-07-2013,4764.1,4781.35,4710.5,4725.45,32922329,16982400000
11-07-2013,4794.35,4862.4,4793.6,4845.95,34590604,17059100000
12-07-2013,4873.5,4885.15,4814.95,4870.7,35377518,16921800000
15-07-2013,4855.95,4895.7,4833.9,4886.85,29556571,15745500000
16-07-2013,4764.5,4764.5,4655.25,4671.75,58899310,28232100000
17-07-2013,4686.55,4689.4,4555.35,4600.15,56657327,30847300000
18-07-2013,4618.65,4694.5,4556,4676.2,54664888,32864200000
19-07-2013,4689.15,4699.5,4557.95,4583.05,45427092,26117900000
22-07-2013,4570.95,4667.55,4570.95,4649.5,27516006,13767900000
23-07-2013,4690.45,4709.3,4676.5,4695.75,34174040,18179600000
24-07-2013,4623.6,4623.6,4490.55,4510.45,52148556,28410400000
25-07-2013,4493.95,4534.65,4463.95,4470,63874871,30681500000
26-07-2013,4497.75,4510.85,4398.7,4428.7,49642784,23864400000
29-07-2013,4417.8,4424.75,4373.95,4380.1,41783670,18072300000
30-07-2013,4383.2,4434.35,4343.5,4354.55,46653684,23457200000
31-07-2013,4342.4,4342.4,4250.85,4278.4,70711902,35137900000
01-08-2013,4319.35,4366.75,4250.2,4336.7,65328749,29841900000
02-08-2013,4350.7,4370.2,4272.15,4294.75,46530844,24162600000
05-08-2013,4302.9,4333.95,4242.95,4323.9,41931457,18318800000
06-08-2013,4299.75,4299.75,4121.65,4145.8,47378419,25070900000
07-08-2013,4158.15,4168.5,4103.2,4130.05,61401473,30382000000
08-08-2013,4137.35,4209,4130.5,4176.35,44796512,23229500000
12-08-2013,4199.75,4227.9,4136.4,4174.05,52701787,29710700000
13-08-2013,4163.15,4302.8,4119.35,4293.85,40247181,22564100000
14-08-2013,4306.05,4315,4258.6,4299.8,41473870,20747300000
16-08-2013,4257.6,4257.6,4063.3,4073.1,55524875,29114400000
